id,name,votes,rating,phone,address,zip,cuisine
313,Twisted Tapas,143,4.5,(773) 856-3486,1146 W Pratt Blvd,60626,Tapas Bars
314,Son of a Butcher Tavern,48,4,(773) 270-4520,2934 W Diversey,60647,Gastropubs
315,Seasons 52,235,4,(312) 832-1752,55 East Grand AveSte G6,60611,American (New)
316,DryHop Brewers,385,4,(773) 857-3155,3155 N Broadway,60657,Breweries
317,Brazilian Bowl,243,4,(773) 857-2002,3204 N Broadway St,60657,Brazilian
318,Balena,597,4,(312) 867-3888,1633 N Halsted St,60614,Italian
319,El Maya,128,4.5,(773) 878-1882,1522 W Montrose Ave,60613,Mexican
320,Scofflaw,463,4.5,(773) 252-9700,3201 W Armitage Ave,60647,Bars
321,Taco el Jalisciense,78,4,(773) 235-2859,2859 W Chicago Ave,60622,Mexican
322,Bodhi Thai,45,4.5,(312) 492-8424,1800 S Jefferson,60616,Thai
323,Blaze Fast Fire’d Pizza,216,4.5,(773) 348-6255,953 W Belmont,60657,Pizza
324,Fish Bar,704,4,(773) 687-8177,2956 N Sheffield Ave,60657,Seafood
325,bopNGrill,561,4,(773) 654-3224,6604 N Sheridan Rd,60626,Burgers
326,Cassava Cafe,25,5,(312) 487-2888,1211 N LaSalle StUnit CU-2,60610,Coffee & Tea
327,Bistro 18o,45,4.5,(312) 493-8258,1640 W 18th St,60608,Latin American
328,Sultan’s Market,1078,4,(773) 235-3072,2057 W North Ave,60647,Middle Eastern
329,The Duck Inn,107,4,(312) 724-8811,2701 S Eleanor,60608,Cocktail Bars
330,Pastoral,241,4.5,(773) 472-4781,2945 N Broadway,60657,Cheese Shops
331,Hakka Bakka,37,4.5,(872) 802-3968,1251 W Fullerton Ave,60614,Indian
332,Knife & Tine,184,4.5,(773) 697-8311,1417 W Fullerton Ave,60614,American (New)
333,Dinosaur Bar-B-Que,163,3.5,(312) 462-1053,923 W Weed St,60642,Barbeque
334,Northdown Café and Taproom,251,4,(773) 697-7578,3244 N Lincoln Ave,60657,Bars
335,LC Pho,45,4.5,(872) 208-7606,2739 W Lawrence Ave,60625,Vietnamese
336,Birria Huentitan Restaurant,47,4.5,(773) 276-0768,4019 W North Ave,60639,Mexican
337,Johnnie’s Snack Shop,69,4.5,(312) 226-7769,160 N Halsted St,60661,Diners
338,Cohiba Cuban Cuisine,115,4,(773) 935-8866,2835 N Broadway St,60657,Cuban
339,Rub’s Backcountry Smokehouse,399,4,(773) 675-1410,6954 N Western Ave,60645,Barbeque
340,Turquoise Restaurant,461,4,(773) 549-3523,2147 W Roscoe St,60618,Turkish
341,Athenian Room,477,4,(773) 348-5155,807 W Webster Ave,60614,Greek
342,Cochon Volant,116,4,(312) 754-6560,100 W Monroe St,60603,French
343,Cuba 312,60,4.5,(773) 281-2822,2054 W Roscoe St.,60618,Caribbean
344,Oak + Char,161,4,(312) 643-2427,217 W Huron,60654,American (New)
345,Delux Bar & Grill,154,4,(312) 850-4008,669 N Milwaukee Ave,60622,American (Traditional)
346,Over Easy Cafe,946,4.5,(773) 506-2605,4943 N Damen Ave,60625,Breakfast & Brunch
347,Beat Kitchen,226,4,(773) 281-4444,2100 W Belmont Ave,60618,Restaurants
348,La Brasa Roja,174,4,(773) 866-2252,3125 W Montrose Ave,60618,Latin American
349,Square Bar & Grill,363,4,(773) 267-0123,2849 W Belmont Ave,60618,American (Traditional)
350,Yolk,898,4,(312) 822-9655,355 E Ohio St,60611,Breakfast & Brunch
351,Taste of Lebanon Restaurant,451,4.5,(773) 334-1600,1509 W Foster Ave,60640,Middle Eastern
352,Groundswell Coffee Roasters,34,5,(773) 754-7590,4839 N Damen Ave,60625,Cafes
353,bellyQ,517,3.5,(312) 563-1010,1400 W Randolph St,60607,Barbeque
354,Crosby’s Kitchen,378,4,(773) 883-2525,3455 N Southport Ave,60657,American (Traditional)
355,Takito Kitchen,282,4,(773) 687-9620,2013 W Division St,60622,Mexican
356,La Lagartija Taqueria,157,4,(312) 733-7772,132 S Ashland Ave,60607,Latin American
357,Estrella Negra,371,4,(773) 227-5993,2346 W Fullerton Ave,60647,Latin American
358,Vincent,364,4.5,(773) 334-7168,1475 W Balmoral Ave,60640,American (New)
359,White Oak Tavern & Inn,76,4,(773) 248-0200,1200 W Webster Ave,60614,American (Traditional)
360,RPM Italian,1631,4,(312) 222-1888,52 W Illinois St,60654,Italian
361,The Boarding House,417,4,(312) 280-0720,720 N Wells St,60654,American (New)
362,Simply It,604,4,(773) 248-0884,2269 N Lincoln Ave,60614,Vietnamese
363,The Garage Bar & Sandwiches,196,4,(773) 647-1386,6154 N Milwaukee Ave,60646,Pubs
364,Punta Cana Restaurant,30,4.5,(773) 292-7400,2200 N Kimball Ave,60647,Dominican
365,Saucy Porka,362,4.5,(312) 662-1351,400 S Financial Pl,60605,Cafes
366,Sol de Mexico,170,4.5,(773) 282-4119,3018 N Cicero Ave,60641,Mexican
367,Zam Zam Middle Eastern Grill,99,4.5,(872) 802-3601,3461 N Clark St,60657,Middle Eastern
368,Taco In A Bag,182,4,(773) 250-2437,4603 N Lincoln Ave,60625,Fast Food
369,The Happy Crab,68,4,(312) 985-8818,810 W Jackson Blvd,60607,Seafood
370,The Bongo Room,1197,4,(773) 489-0690,1470 N Milwaukee Ave,60622,American (New)
371,Shokolad,144,4.5,(773) 276-6402,2524 W Chicago Ave,60622,Bakeries
372,The Corned Beef Factory Sandwich Shop,97,4.5,(312) 666-2535,1009 W Lake St,60607,Sandwiches
373,Burger Bar,116,4,(312) 988-0162,1150 S Michigan Ave,60605,Burgers
374,La Palma Puerto Rican Restaurant,89,4,(773) 862-0886,1340 N Homan Ave,60651,Latin American
375,Mr D’s Shish-Kabobs,71,4.5,(773) 637-0042,6656 W Diversey Ave,60707,Fast Food
376,Chilango Mexican Street Food,121,4.5,(312) 846-6216,1437 W Taylor St,60607,Mexican
377,Herb,79,4.5,(773) 944-9050,5424 N Broadway St,60640,Thai
378,Franks ‘N’ Dawgs,635,4,(312) 281-5187,1863 N Clybourn Ave,60614,American (New)
379,Bernie’s Lunch & Supper,41,4,(312) 624-9892,660 N Orleans St,60654,Mediterranean
380,Cassava,153,4.5,(773) 857-3039,3338 N Clark St,60657,"Gluten-Free,Burgers"
381,Schubas,318,4,(773) 525-2508,3159 N Southport Ave,60657,Music Venues
382,Tank Noodle Restaurant,1242,4,(773) 878-2253,4953 N Broadway,60640,Vietnamese
383,Soupbox,518,4,(312) 951-5900,50 E Chicago Ave,60611,Soup
384,Mity Nice Bar & Grill,277,4,(312) 335-4745,835 N Michigan Ave,60611,American (New)
385,Tamale Spaceship,196,4,(312) 909-7009,1341 N Damen Ave,60622,Mexican
386,Pasta Palazzo,395,4,(773) 248-1400,1966 N Halsted St,60614,Italian
387,Bandera Restaurant,1171,4,(312) 644-3524,535 N Michigan Ave,60611,Jazz & Blues
388,Jerk Modern Jamaican Grill,127,3.5,(312) 763-2870,811 W Chicago Ave,60642,Barbeque
389,Angelo’s Wine Bar,56,4.5,(773) 539-0111,3026 W Montrose Ave,60618,Gastropubs
390,Homestead On The Roof,164,4,(773) 332-2354,1924 W Chicago Ave,60622,American (New)
391,Chicago Raw,53,4.5,(312) 664-2729,51 W Huron St,60654,Vegan
392,Filippo’s Ristorante,300,4,(773) 528-2211,2211 N Clybourn Ave,60614,Italian
393,Sam & George’s,349,4,(773) 935-4025,3000 N Lincoln Ave,60657,Breakfast & Brunch
394,Aje Cafe,168,4.5,(773) 472-2233,2942 N Clark St,60657,Coffee & Tea
395,Chef Luciano,84,4,(312) 326-0062,49 E Cermak Rd,60616,Indian
396,Q-BBQ,225,4,(773) 281-7800,714 W Diversey Pkwy,60614,Barbeque
397,Fennel & Iris,36,4.5,(773) 687-8442,1652 W Belmont Ave,60657,American (New)
398,Unite Urban Grill,173,4.5,(312) 455-8900,1450 W Chicago Ave,60642,American (Traditional)
399,Tre Kronor,515,4,(773) 267-9888,3258 W Foster Ave,60625,Breakfast & Brunch
400,Ruby’s Fast Food,143,4.5,(773) 539-2669,3740 W Montrose Ave,60618,Filipino
401,Cafe Jumping Bean,222,4.5,(312) 455-0019,1439 W 18th St,60608,Cafes
402,Esencia Urban Kitchen,96,4,(773) 472-8553,3351 N Broadway St,60657,Cafes
403,Jim’s Original Hot Dog,371,4.5,(312) 733-7820,1250 S Union Ave,60607,Hot Dogs
404,Acadia,271,4,(312) 360-9500,1639 S Wabash Ave,60616,American (New)
405,Shilas Restaurant,97,4.5,(773) 816-5888,3938 N Cicero Ave,60641,Diners
406,Meatheads,108,4,(773) 525-5300,3304 N Western Ave,60618,Burgers
407,Buona Terra Ristorante,510,4.5,(773) 289-3800,2535 N California Ave,60647,Italian
408,Somethin’ Sweet Donuts,144,4.5,(773) 237-7588,5112 W Fullerton Ave,60639,"Donuts,Hot Dogs"
409,Remington’s,88,4.5,(312) 782-6000,20 N Michigan Ave,60602,American (Traditional)
410,Conte Di Savoia,168,4.5,(312) 666-3471,1438 W Taylor St,60607,Delis
411,The Brass Monkey,78,3.5,(312) 763-3316,401 N Morgan St,60642,American (Traditional)
412,Big Star,2294,3.5,(773) 235-4039,1531 N Damen,60622,Mexican
413,Gilt Bar,1109,4,(312) 464-9544,230 W Kinzie St,60654,American (New)
414,Quesadilla La Reyna del Sur,238,4,(773) 235-8807,2235 N Western Ave,60647,Mexican
415,Table Fifty-Two,624,4,(312) 573-4000,52 W Elm St,60610,American (Traditional)
417,Glenns Diner,924,4,(773) 506-1720,1820 W Montrose Ave,60613,Diners
418,Frontier,582,3.5,(773) 772-4322,1072 N Milwaukee Ave,60642,American (New)
419,Will’s Northwoods Inn,210,4.5,(773) 528-4400,3030 N Racine Ave,60657,Sports Bars
420,Barley & Brass,95,4,(312) 763-9600,2015 W Division St,60622,Cocktail Bars
421,Cafe Central,167,4,(312) 243-6776,1437 W Chicago Ave,60642,Puerto Rican
422,Sweet Maple Cafe,537,4,(312) 243-8908,1339 W Taylor St,60607,American (Traditional)
423,Community Tavern,121,4.5,(773) 283-6080,4038 N Milwaukee Ave,60641,Steakhouses
425,Sink | Swim,68,4,(773) 486-7465,3213 W Armitage Ave,60647,Seafood
426,Ñ,187,4,(773) 866-9898,2977 N Elston Ave,60618,Argentine
427,BenjYehuda,288,4,(312) 408-2365,212 W Van Buren,60607,Mediterranean
428,Si-Pie Pizzeria,126,4.5,(773) 360-1862,3477 N Broadway ST,60657,Pizza
429,Kings County Tap,29,4,(773) 697-7661,2576 N Lincoln Ave,60614,"Pubs,Cinema"
430,Bistrot Zinc,426,4,(312) 337-1131,1131 N State St,60610,French
431,Nini’s Deli,226,4.5,(312) 243-9822,543 N Noble St,60642,Delis
432,Old Lviv,82,4,(773) 772-7250,2228 W Chicago Ave,60622,Ukrainian
433,Runa Japanese,174,4.5,(773) 278-8887,2257 W North Ave,60647,Japanese
434,LD Pho,35,5,(773) 961-8551,4722 N Kedzie Ave,60625,Vietnamese
435,Little Vietnam,137,4.5,(773) 944-0999,1132 W Bryn Mawr Ave,60640,Vietnamese
436,Angel’s,196,4,(312) 666-7253,230 S Ashland Ave,60607,Mexican
437,First Slice,67,4.5,(773) 267-0169,4664 N Manor Ave,60625,"American (New),Coffee & Tea"
438,El Faro Restaurant,115,4,(773) 277-1155,3936 W 31st St,60623,Mexican
439,Take Me Out,173,4,(312) 929-2509,1502 W 18th St,60608,Chinese
440,Bistro Campagne,537,4,(773) 271-6100,4518 N Lincoln Ave,60625,French
441,Macello,196,4,(312) 850-9870,1235 W Lake St,60607,Italian
442,Green Tomato Cafe,54,5,(872) 588-3380,3750 W Ogden Ave,60623,"Cafes,Gyms,Medical Centers"
443,Little Bad Wolf,310,4.5,(773) 942-6399,1541 W Bryn Mawr Ave,60660,American (Traditional)
444,BarTucci,47,4.5,(815) 788-6074,3426 N Harlem,60634,Italian
445,Hopsmith Tavern,61,4,(312) 600-9816,15 W Division Ave,60610,Sports Bars
446,El Picosito Jibaro,19,4.5,(872) 806-2405,3216 W Lawrence Ave,60625,Puerto Rican
447,Smashburger,87,4,(312) 800-9010,2031 N Clybourn,60614,Burgers
448,Blue Frog’s Local 22,128,4,(312) 527-1200,22 E Hubbard St,60611,Bars
449,Bourgeois Pig Cafe,671,3.5,(773) 883-5282,738 W Fullerton Ave,60614,"Coffee & Tea,Mediterranean"
450,BeeZzee Fresh Food,50,4,(312) 588-4927,424 S Wabash Ave,60603,Juice Bars & Smoothies
451,Meli Cafe & Juice Bar,767,4,(312) 454-0748,301 S Halsted St,60661,Juice Bars & Smoothies
452,Falafel Island,77,4,(312) 285-2347,24 E Adams St,60603,Falafel
453,The Boiler Room,643,3.5,(773) 276-5625,2210 N California Ave,60647,Pizza
454,Urbanbelly,221,4,(773) 583-0500,1400 W Randolph St,60607,Asian Fusion
455,CoCo Vietnamese Sandwiches & Pho,36,4.5,(773) 516-4760,1613 W Lawrence Ave,60640,Vietnamese
456,Be Leaf,52,4,(312) 877-5399,29 N Wacker Dr,60606,Salad
457,Lillie’s Q,784,3.5,(773) 772-5500,1856 W North Ave,60622,Barbeque
458,Chicago Bagel Authority,530,4,(773) 248-9606,953 W Armitage Ave,60614,"Bagels,Cucina messicana"
459,Taqueria Traspasada,111,4,(773) 539-4533,3144 N California Ave,60618,Mexican
460,La Pane,76,4.5,(773) 539-5321,2954 W Irving Park Rd,60618,Bakeries
461,Atlas Brewing Company,208,3.5,(773) 295-1270,2747 N Lincoln Ave,60614,Breweries
462,Andorka’s Sandwich Shop,24,4.5,(312) 763-6916,2110 S Halsted St,60608,American (Traditional)
463,Chez Moi,206,4,(773) 871-2100,2100 N Halsted St,60614,French
464,JK Kabab House,71,4.5,(773) 761-6089,6412 N Rockwell St,60645,Indian
465,SideDoor,253,4,(312) 787-6768,100 E Ontario St,60611,Gastropubs
466,Garifuna Flava,156,4.5,(773) 776-7440,2518 W 63rd St,60629,Caribbean
467,The Bedford,534,3.5,(773) 235-8800,1612 W Division St,60622,Bars
468,Rockit Burger Bar,448,3.5,(773) 645-4400,3700 N Clark St,60613,American (Traditional)
469,The Waterfront Cafe,160,3.5,(773) 761-3294,6219 N Sheridan Rd,60660,Coffee & Tea
470,Fabulous Freddies Italian Eatery,224,3.5,(312) 808-0147,701 W 31st St,60616,Pizza
471,Dena Kitchen,52,4,(773) 697-3504,3306 W Fullerton Ave,60647,Thai
472,Taco & Burrito Express #3,79,4.5,(773) 489-1830,1547 N Ashland Ave,60622,Fast Food
473,Uppercrust Bakery,39,4,(312) 829-2000,1332 W Grand Ave,60642,Bakeries
474,Sweetwater Tavern and Grille,599,3.5,(312) 698-7111,225 N Michigan Ave,60601,"American (New),Pubs,Sports Bars,American (New),Bars,Pubs"
475,Cleos,343,4,(312) 243-5600,1935 W Chicago Ave,60622,Bars
476,Avec,1496,4.5,(312) 377-2002,615 W Randolph St,60661,French
477,La Villa,346,4,(773) 283-7980,3632 N Pulaski Rd,60641,Pizza
478,Cho Sun Ok Restaurant,704,3.5,(773) 549-5555,4200 N Lincoln Ave,60618,Korean
479,Feast,760,3.5,(773) 772-7100,1616 N Damen Ave,60647,Breakfast & Brunch
480,Chicago’s Dog House,270,4,(773) 248-3647,816 W Fullerton Ave,60614,Hot Dogs
481,Wicker Basket Cafe,94,4,(773) 698-8413,2113 W Division St,60622,Sandwiches
482,Tutto Fresco,116,4,(773) 281-1844,3829 N Broadway St,60613,Italian
483,Luxbar,556,3.5,(312) 642-3400,18 E Bellevue Pl,60611,American (Traditional)
484,Tre Soldi,173,4,(312) 664-0212,212 E Ohio St,60611,Italian
485,La Catrina Cafe,72,4,(312) 473-0038,1011 W 18th St,60608,Cafes
486,Same Day Cafe,32,4.5,(773) 342-7040,2651 N Kedzie Ave,60647,Desserts
487,The Reservoir,203,4,(773) 275-4000,844 W Montrose,60613,American (New)
488,The Flower Flat,139,4,(773) 697-3682,620 W Addison St,60613,"American (Traditional),Hotels,Hair Stylists,American (New)"
489,Sammy’s Kitchen,74,4.5,(773) 735-2802,5542 W 55th St,60638,Breakfast & Brunch
490,De Pasada,157,4,(312) 243-6441,1517 W Taylor St,60607,Mexican
491,Snappy’s Shrimp House,186,4,(773) 244-1008,1901 W Irving Park Rd,60613,Seafood
492,Fig & Olive,354,3.5,(312) 445-0060,104 E Oak St,60611,Mediterranean
493,Old Town Social,485,3.5,(312) 266-2277,455 W North Ave,60610,American (Traditional)
494,Coyotes Restaurant,34,4,(312) 243-8550,1451 W 18th St,60608,Mexican
495,Goose Island Brew Pub,705,3.5,(312) 915-0071,1800 N Clybourn Ave,60614,"Bars,Breweries,Gastropubs,Stadiums & Arenas,Caterers"
496,ORD Pizzeria,128,4,(773) 327-9200,1607 W Montrose Ave,60613,Pizza
497,Cafe Colao,88,4,(773) 276-1780,2638 W Division St,60622,Bakeries
498,Parachute,190,4,(773) 654-1460,3500 N Elston Ave,60618,Korean
499,Hutch,246,3.5,(773) 248-1155,3301 N Clark St,60657,American (Traditional)
500,The Monarch,172,3.5,(773) 252-6053,1745 W North Ave,60622,American (New)
501,Glazed & Infused,337,4,(312) 226-5556,813 W Fulton Market,60607,Donuts
502,Stanley’s Kitchen and Tap,459,3.5,(312) 642-0007,1970 N Lincoln Ave,60614,Southern
503,Perry’s,412,4,(312) 372-7557,180 N Franklin St,60606,Sandwiches
504,Kokopelli,105,4,(815) 600-8421,1324 N Milwaukee Ave,60622,Mexican
505,Dimo’s Pizza,147,4,(773) 525-4580,1615 N Damen Ave,60647,Specialty Food
506,Riques Cocina Mexicana,42,4.5,(773) 728-6200,5004 N Sheridan Rd,60640,Mexican
507,Chilam Balam,554,3.5,(773) 296-6901,3023 N Broadway St,60657,Mexican
508,Sushi Tokoro,111,4,(773) 654-3858,4750 N Western Ave,60625,Japanese
509,AMK Kitchen Bar,75,4,(773) 276-4400,1954 W Armitage,60622,Bars
510,Mia Figlia,189,4,(773) 792-8300,5304 W Devon Ave,60646,Italian
511,Zaytune Mediterranean Grill,23,4.5,(773) 523-3500,3500 S Western Ave,60609,Mediterranean
512,Isla Pilipina,513,4,(773) 271-2988,2501 W Lawrence AveUnit D,60625,Filipino
513,The Hampton Social,132,3.5,(312) 464-0500,353 W Hubbard St,60654,Seafood
514,Pannenkoeken Cafe,317,4,(773) 769-8800,4757 N Western Ave,60625,Breakfast & Brunch
515,El Nandu Restaurant,282,4,(773) 278-0900,2731 W Fullerton Ave,60647,Latin American
516,Riccardo Enoteca,59,4,(773) 549-5010,2116 N Clark St,60614,Italian
517,Taxim,311,4,(773) 252-1558,1558 N Milwaukee Ave,60622,Greek
518,Ciao Amore Ristorante,200,4,(312) 432-9090,1134 W 18th St,60608,"Italian,Shoe Stores"
519,Turbo Tacos,25,4.5,(773) 360-8892,2050 N Milwaukee Ave,60647,Mexican
520,CRĪO Bar and Restaurant,143,4.5,(773) 525-2100,2506 N Clybourn Ave,60614,Latin American
521,Taqueria Moran,326,4,(773) 235-2663,2226 N California Ave,60647,Mexican
522,La Parrilla Colombian Steakhouse,126,3.5,(773) 777-7720,6427 W Irving Park Rd,60634,Latin American
523,Chop Shop,200,3.5,(773) 537-4440,2033 W North Ave,60647,Butcher
524,Coco’s Famous Deep Fried Lobster,51,4,(312) 786-2070,426 S Clark St,60605,Seafood
525,Lou Malnati’s Pizzeria,659,4,(312) 725-7777,1120 N State St,60610,Bars
526,Rubi’s at the New Maxwell Street Market,35,4.5,(773) 318-9526,800 S DesPlaines St,60607,Mexican
527,Yassa African Restaurant,44,4.5,(773) 488-5599,3511 S King Dr,60653,Senegalese
528,Sepia,761,4,(312) 441-1920,123 N Jefferson St,60661,American (New)
529,Pho’s Spicier Thai Cuisine,346,4,(773) 755-1995,3332 N Lincoln Ave,60657,Thai
530,Afghan Kabob,197,4.5,(773) 427-5041,4040 W Montrose Ave,60641,Middle Eastern
531,Qing Xiang Yuan Dumplings,48,4.5,(312) 799-1118,2002 S  Wentworth Ave,60616,Chinese
532,Sunda,1766,4,(312) 644-0500,110 W Illinois St,60654,Asian Fusion
533,Red Door,298,3.5,(773) 697-7221,2118 N Damen Ave,60647,Gastropubs
534,Tom Yum Cafe,50,4.5,(773) 270-5646,608 W Barry Ave,60657,Thai
535,Tarboush Mediterranean Grill,52,4,(773) 770-3599,1608 W North Ave,60622,Mediterranean
536,Hub 51,1252,3.5,(312) 828-0051,51 W Hubbard St,60654,American (New)
537,Kitchen Sink,138,4,(773) 944-0592,1107 W Berwyn Ave,60640,American (Traditional)
538,m.henry,1294,4,(773) 561-1600,5707 N Clark St,60660,Breakfast & Brunch
539,MK Restaurant,737,4.5,(312) 482-9179,868 N Franklin St,60610,American (New)
540,Tommy Gun’s Garage,93,4.5,(312) 225-0273,2114 S Wabash Ave,60616,Performing Arts
541,Bom Bolla,58,3.5,(773) 698-6601,1501 N Milwaukee Ave,60622,Spanish
542,Brgrbelly,328,4.5,(773) 283-7880,5739 W Irving Park Rd,60634,Burgers
543,Cafe El Tapatio,499,4,(773) 327-5475,3400 N Ashland Ave,60657,Mexican
544,Nico Osteria,372,4,(312) 994-7100,1015 N Rush St,60611,Italian
545,Restaurant Veneno De Nayarit,376,4,(773) 252-7200,1024 N Ashland Ave,60622,Seafood
546,Gio’s Cafe and Deli,187,4,(312) 225-6368,2724 S Lowe Ave,60616,Delis
547,The Old Oak Tap,498,3.5,(773) 772-0406,2109 W Chicago Ave,60686,Bars
548,Cafe Bella,245,4,(773) 292-5040,3311 W Fullerton Ave,60647,Latin American
549,Cafe Selmarie,564,4,(773) 989-5595,4729 N Lincoln Ave,60625,Bakeries
550,Las Tablas Colombian Steakhouse,658,4,(773) 871-2414,2942 N Lincoln Ave,60657,Steakhouses
551,Cozy Noodles & Rice,786,4,(331) 248-3511,3456 N Sheffield Ave,60657,Thai
552,Corridor Brewery & Provisions,21,4,(773) 270-4272,3446 N Southport,60657,American (New)
553,Butcher & The Burger,701,4,(773) 697-3735,1021 W Armitage Ave,60614,Burgers
554,BIG & little’s Restaurant,575,4.5,(773) 857-6677,1034 W Belmont Ave,60657,American (New)
555,The Violet Hour,1664,4,(773) 252-1500,1520 N Damen Ave,60622,Lounges
556,The Art of Pizza,886,4,(773) 327-5600,3033 N Ashland Ave,60657,Pizza
557,Mish Grill,26,4.5,(773) 661-9766,1413 N Ashland Ave,60622,Mediterranean
558,Naf Naf Grill,165,4,(312) 251-9000,309 W Washington St,60606,Middle Eastern
559,Red Hot Ranch,64,4.5,(773) 661-9377,3057 N Ashland Ave,60657,Hot Dogs
560,Big Delicious Planet Canteen,22,4.5,(312) 455-1019,412 N Wolcott Ave,60622,Sandwiches
561,Nhu Lan Bakery,633,4.5,(773) 878-9898,2612 W Lawrence Ave,60625,Vietnamese
562,Big Jones,1040,4,(773) 275-5725,5347 N Clark St,60640,Southern
563,Noon O Kabab,578,4.5,(800) 506-4397,4661 N Kedzie Ave,60625,Persian/Iranian
564,Star Kitchen,18,4.5,(312) 631-3795,3110 S Shields Ave,60616,Asian Fusion
565,Del Seoul,1365,4,(773) 248-4227,2568 N Clark St,60614,Korean
566,Allende Restaurant,262,4,(773) 477-7114,2408 N Lincoln Ave,60614,Mexican
567,Bistro Dre,241,4,(773) 697-9067,2965 N Lincoln Ave,60657,Desserts
568,Nookies Edgewater,347,4,(773) 516-4188,1100 W Bryn Mawr Ave,60660,American (New)
569,Uncommon Ground,819,3.5,(773) 929-3680,3800 N Clark St,60613,Bars
570,Bongiorno’s Italian Deli & Pizzeria,255,4,(312) 755-1255,405 N Wabash Ave,60611,Pizza
571,Mexique,550,4,(312) 850-0288,1529 W Chicago Ave,60622,French
572,Letizia’s Fiore Ristorante & Natural Bakery,207,4,(773) 342-4400,2456 N California Ave,60647,"Italian,Wine Bars"
573,Falafel & Grill,236,4,(773) 292-8888,1317 N Milwaukee Ave,60622,"Middle Eastern,Men's Clothing,Lounges"
574,Mas Alla Del Sol,115,4.5,(773) 654-1900,5848 N Broadway St,60660,"Mexican,Mexican"
575,Red June,128,4,(773) 227-2600,2020 N Leavitt St,60647,Coffee & Tea
576,The Warehouse Bar & Pizzeria Chicago,21,4.5,(773) 661-6454,1419 W Fullerton Ave,60614,Pizza
